,airline_sentiment,name,text,tweet_created,tweet_location,user_timezone,hashtags,tags
180,neutral,elaurawrr,virginamerica please flights sjc choice fly southwest vegas,21/02/15 18:29,,Arizona,[],['virginamerica']
181,negative,joyabsalon,virginamerica bad say takes 10 14 days via confirmation email inquired 3 weeks claim 6 8 weeks,21/02/15 18:29,Northern Virginia,Eastern Time (US & Canada),[],['virginamerica']
182,negative,meladorri,virginamerica flight bos las tomorrow cancelled flightled notification wait times 1 hour rebook another airline,21/02/15 18:11,"Boston, MA",Central Time (US & Canada),[],['virginamerica']
183,positive,miaerolinea,rt virginamerica youve met match got status another airline upgrade restr,21/02/15 18:09,Worldwide,Caracas,[],['virginamerica:']
184,positive,archiegips,virginamerica way fly elevate gold,21/02/15 18:02,LaLa Land,Pacific Time (US & Canada),"['elevate', 'gold']",['virginamerica']
185,neutral,obiwantoby,virginamerica guys flights cmh,21/02/15 17:43,,Quito,[],['virginamerica']
186,negative,MarwaYousofzoy,virginamerica lot apologies thrown customers seevery sad thanks nothing worst airline ever,21/02/15 17:41,,,[],['virginamerica']
187,negative,TTINAC11,virginamerica flight stuff wrong nothing worst flight ever,21/02/15 17:40,"Las Vegas, NV",Mountain Time (US & Canada),"['worst', 'flight']",['virginamerica']
188,neutral,TheNotoriousLEX,virginamerica issue finding missing item plane help find airport plane headed next,21/02/15 17:18,Chicago ,Central Time (US & Canada),[],['virginamerica']
189,positive,advertisingdiva,virginamerica match americanairlines status cool,21/02/15 17:15,DC - LA - Venice Beach,Eastern Time (US & Canada),['americanairlines'],['virginamerica']
190,neutral,Floxie10,virginamericayouve met matchgot status another airline upgrade asarco_es_ar,21/02/15 17:14,Argentina,,[],['asarco_es_ar']
191,negative,alexrkonrad,virginamerica trying book flight guys website wont let lose business,21/02/15 17:13,"New York, NY",Eastern Time (US & Canada),[],['virginamerica']
192,negative,MarwaYousofzoy,virginamerica suck,21/02/15 17:13,,,[],['virginamerica']
193,positive,lexiesalas,virginamerica thanks,21/02/15 16:50,BAYAREA✈️NYC,Pacific Time (US & Canada),[],['virginamerica']
194,negative,MaximWheatley,virginamerica dmd issue persisting,21/02/15 16:19,"Washington, DC",Atlantic Time (Canada),[],['virginamerica']
195,negative,FiDiFamilies,virginamerica never recd cancelled flightlation notice left w options fly ps driving la red eye mon w kids,21/02/15 15:47,New York City ,Eastern Time (US & Canada),[],['virginamerica']
196,negative,lexiesalas,virginamerica trying book flight site,21/02/15 15:29,BAYAREA✈️NYC,Pacific Time (US & Canada),[],['virginamerica']
197,negative,Artenis15,virginamerica flights flying boston tomorrow need home cancelled flightled flight didnt anything,21/02/15 15:27,MA // Ashton in Wonderland,Eastern Time (US & Canada),[],['virginamerica']
198,negative,NancyJFriedman,virginamerica stink flight cancelled flighted psp jfk notification ability rebook disappointed expected better,21/02/15 14:34,New York City,Eastern Time (US & Canada),"['disappointed.', 'expected']",['virginamerica']
199,positive,JT_Magana,virginamerica love guys song dancing high school dance revue,21/02/15 14:28,,,[],['virginamerica']
200,negative,MaximWheatley,virginamerica website im trying check,21/02/15 14:27,"Washington, DC",Atlantic Time (Canada),[],['virginamerica']
201,positive,carabubes,virginamerica done thank quick response apparently faster sitting hold,21/02/15 14:24,"Los Angeles, California",Central Time (US & Canada),[],['virginamerica']
202,neutral,carabubes,virginamerica nervous flight dc lax getting cancelled flightled tomorrow sent dm help,21/02/15 14:23,"Los Angeles, California",Central Time (US & Canada),[],['virginamerica']
203,positive,wmrrock,virginamerica cool picture another virginamerica plane wing site,21/02/15 14:21,CT,Eastern Time (US & Canada),[],['virginamerica']
204,positive,DailyBillboard,virginamerica keep great work,21/02/15 13:52,"Los Angeles, California",Pacific Time (US & Canada),[],['virginamerica']
205,positive,BigRichTexasPam,virginamerica goodness people love field amazing pressure texas beatstheothers crisis please fly ny,21/02/15 13:52,FREE ADVICE! ,Central Time (US & Canada),['beatstheothers'],"['virginamerica', 'love']"
206,positive,rtw4,virginamerica thanks great flight la boston pilots great job landing snow go back la seriously,21/02/15 13:41,"Natick, MA, USA",Central Time (US & Canada),['seriously'],['virginamerica']
207,neutral,casualdiego,virginamerica please get new york area monday afternoon,21/02/15 13:32,"okayville, population me",,[],['virginamerica']
208,positive,kyle_romanoff,virginamerica thanks much awesome support guys rock,21/02/15 13:32,,,[],['virginamerica']
209,negative,wmrrock,virginamerica seats row 8 dont recline mention website soreback,21/02/15 13:30,CT,Eastern Time (US & Canada),['soreback'],['virginamerica']
210,negative,wmrrock,virginamerica flight 404 delayed 2 hours la due mechanical problems handle like pros could tossed us free drink,21/02/15 13:28,CT,Eastern Time (US & Canada),[],['virginamerica']
211,negative,BigRichTexasPam,virginamerica cancelled flight flights today precipitation scared,21/02/15 13:18,FREE ADVICE! ,Central Time (US & Canada),[],['virginamerica']
212,positive,aaronkurlander,virginamerica twitter team guys killed rescheduling asap thank,21/02/15 13:00,"New York, NY",Eastern Time (US & Canada),[],['virginamerica']
213,negative,MistakeCakeJake,virginamerica guys charged 100 reschedule flight cancelled flighted refusing refund whats deal,21/02/15 12:54,,Central Time (US & Canada),[],['virginamerica']
214,negative,NoelArtiles,virginamerica cant access website safari iphone 6 seems work mac ipad need iphone add passbook,21/02/15 12:48,"Austin, TX",Central Time (US & Canada),[],['virginamerica']
215,neutral,floatingatoll,virginamerica ipad iphone clicking checkin link email received 24hrs flight,21/02/15 12:45,"Silicon Valley, California",Pacific Time (US & Canada),[],['virginamerica']
216,negative,floatingatoll,virginamerica mobile site broken shows headerelevateusernumofpointsavailable 0 number points wont let checkin,21/02/15 12:44,"Silicon Valley, California",Pacific Time (US & Canada),[],['virginamerica']
217,negative,aaronkurlander,virginamerica really looking forward flight let know rescheduled diehardvirgin,21/02/15 12:23,"New York, NY",Eastern Time (US & Canada),['diehardvirgin'],['virginamerica']
218,negative,aaronkurlander,virginamerica cancelled flight flight vx413 one sec delayed airport next cancelled flightledgonna email call reschedule,21/02/15 12:18,"New York, NY",Eastern Time (US & Canada),[],['virginamerica']
219,negative,borknagar,virginamerica problem link email checkin thanks,21/02/15 12:07,chile,Santiago,[],['virginamerica']
220,negative,propsonline,virginamerica change another airline get dc today united able land dc cost 800 ugh,21/02/15 11:56,"California, USA",Pacific Time (US & Canada),[],"['virginamerica', 'united']"
221,negative,propsonline,virginamerica looking forward first flight today cancelled flightled along subsequent one,21/02/15 11:55,"California, USA",Pacific Time (US & Canada),[],['virginamerica']
222,positive,carlos89178,virginamerica putting great deals pdx las las pdx show love,21/02/15 11:49,,,[],['virginamerica']
223,positive,carlos89178,virginamerica wish afford fly next friday going back home love everything airline,21/02/15 11:45,,,[],['virginamerica']
224,negative,shounshounette,virginamerica gon na deal dallas dc deal dc dallas sad,21/02/15 11:44,,,['sad'],['virginamerica']
225,neutral,alanzeino,virginamerica bug report guys,21/02/15 11:40,San Francisco,Pacific Time (US & Canada),[],['virginamerica']
226,negative,DonnellyPatrick,virginamerica hold times call center bit much,21/02/15 11:35,SF Bay Area,Pacific Time (US & Canada),[],['virginamerica']
227,positive,stefanpinto,virginamerica like,21/02/15 11:10,"Los Angeles, CA",Pacific Time (US & Canada),[],['virginamerica']
228,negative,josephschwegler,virginamerica site help,21/02/15 11:06,,Pacific Time (US & Canada),['help'],['virginamerica']
229,positive,jennifer_caron,virginamerica best flight attendant ever,21/02/15 10:58,"Los Angeles, CA",Pacific Time (US & Canada),[],['virginamerica']
230,positive,miaerolinea,awesome rt virginamerica watch nominated films 35000 feet meetthefleet oscars,21/02/15 10:54,Worldwide,Caracas,"['meetthefleet', 'oscars']",['virginamerica:']
231,positive,ninjasistah,virginamerica thanks much,21/02/15 10:40,Massachusetts,Eastern Time (US & Canada),[],['virginamerica']
232,negative,daniellewolff,virginamerica trying reset password email never arrives help,21/02/15 10:37,"Los Angeles, CA",Pacific Time (US & Canada),[],['virginamerica']
233,positive,EleonoraKaras,virginamerica airline based silicon valley disruption fcmostinnovative incubator fastcompanys,21/02/15 10:31,New York,,"['disruption', 'fcmostinnovative', 'incubator']","['virginamerica,', ""fastcompany's""]"
234,positive,carlosondrums,virginamerica nicely done,21/02/15 10:28,Las Vegas,Eastern Time (US & Canada),[],['virginamerica']
235,positive,ninjasistah,virginamerica im looking forward watching oscars flight home tomorrow might even get something bubbly drink,21/02/15 10:22,Massachusetts,Eastern Time (US & Canada),[],['virginamerica']
236,negative,stephenasilverm,virginamerica reason delay departure vx 413 jfk afternoon,21/02/15 10:22,,,[],['virginamerica']
237,negative,mrl6626,virginamerica todays flight palm springs ca jfk ny cancelled flightled,21/02/15 10:15,,Arizona,[],['virginamerica']
238,positive,SunRighteous,virginamerica hahaha virginamerica guys amazing love guys,21/02/15 10:12,,Alaska,[],['virginamerica']
239,positive,readerriter,virginamerica sounds like fun,21/02/15 10:12,"CALIFORNIA, USA",Pacific Time (US & Canada),[],['virginamerica']
240,neutral,jeredscott,virginamerica updates flight 413 jfk lax,21/02/15 10:11,"downtown, CA",Pacific Time (US & Canada),[],['virginamerica']
241,neutral,eric_t_lee,virginamerica spruce moose,21/02/15 10:10,Brooklyn,Eastern Time (US & Canada),[],['virginamerica']
242,negative,bluesmoon,virginamerica css site 404 right please fix site unusable,21/02/15 9:51,"Cambridge, MA, USA, Earth",Eastern Time (US & Canada),[],['virginamerica']
243,negative,RedSoxGirl1976,virginamerica flight 910 vegas boston today checked online bag count didnt register fix somehow,21/02/15 9:10,Somewhere outside of Fenway,Eastern Time (US & Canada),[],['virginamerica']
244,positive,InuAtah,virginamerica classiq luv virgin america greetingz,21/02/15 9:03,Abuja,,[],['virginamerica']
245,negative,borknagar,virginamerica hi im trying checkin website working tried 3 different browsers problem continues,21/02/15 8:59,chile,Santiago,[],['virginamerica']
246,positive,Recessionista,virginamerica thanks great customer service today helping get travel sorted,21/02/15 8:48,"Los Angeles, CA",Pacific Time (US & Canada),[],['virginamerica']
247,positive,moosekazmi,virginamerica thanks guys sweet route rockies airplanemodewason,21/02/15 8:04,"Las Piedras, Peru",,['airplanemodewason'],['virginamerica']
248,positive,_LisaCap,virginamerica love 90s music blasting gate boston waiting flight sanfrancisco could get iced coffee,21/02/15 4:25,"Charlestown, MA",,"['boston', 'sanfrancisco.']",['virginamerica']
249,negative,eatgregeat,virginamerica passenger 7d flt 338 assaulted shouldnt flown trust hes banned crew filed report faanews,21/02/15 2:36,,Eastern Time (US & Canada),[],"['virginamerica', 'faanews']"
250,negative,alanzeino,virginamerica current bug website shows select departure city selecting destination city,20/02/15 23:00,San Francisco,Pacific Time (US & Canada),[],['virginamerica']
251,negative,khartline,virginamerica luggage severely dentedmissing wheel coming baggage claim san luggage agent miranda think wasnt help,20/02/15 22:34,Las Vegas,Pacific Time (US & Canada),[],['virginamerica']
252,positive,courtDMC,virginamerica thank easy itinerary shift impending weather quick painless free,20/02/15 22:28,New York for now.,Central Time (US & Canada),[],['virginamerica']
253,neutral,woawABQ,virginamerica youd love see girls inspired become pilots rt free woaw event march 28 abq,20/02/15 22:18,"Albuquerque, NM",,[],['virginamerica']
254,positive,Cydney_Chase,virginamerica thanks good times back vodkatonics entire flightsfo,20/02/15 21:52,#SF#Optimist #Freefalling,Pacific Time (US & Canada),['vodkatonics'],['virginamerica']
255,neutral,AirlineFuel,virginamerica beats expectations shares take santa cruz sentinel,20/02/15 20:22,Global,Sydney,[],['virginamerica']
256,neutral,OriginalTuna,virginamerica plans start flying direct dal las,20/02/15 19:36,Texas,Central Time (US & Canada),[],['virginamerica']
257,neutral,ImThankfulRadio,virginamerica big lovegratitudempower w werin oscars2105 vipswagbags avalonhollywood,20/02/15 19:35,Washington State,Pacific Time (US & Canada),"['oscars2105', 'avalonhollywood']",['virginamerica']
258,positive,AnnaProsser,virginamerica youre great job adding little luxuriesaesthetics improve air travel experience thank keep,20/02/15 19:16,USA,Pacific Time (US & Canada),[],"['virginamerica,']"
259,negative,HenryLucero,virginamerica requested window seat confirmed window got stuck middle seat good way treat silver member,20/02/15 17:31,"Los Angeles, CA",,[],['virginamerica']
260,neutral,daisy1016,virginamerica grand budapest hotel oscarscountdown,20/02/15 17:28,Florida,Eastern Time (US & Canada),['oscarscountdown'],['virginamerica']
261,neutral,TGSOFL,virginamerica missed newsvp next trip 407,20/02/15 17:20,Florida,Eastern Time (US & Canada),[],"['virginamerica', 'newsvp.']"
262,negative,stephanieslome,virginamerica wtf paid direct flight purpose stop fuel exhausted frequent flier nothing inconvenience,20/02/15 17:16,San Francisco,Pacific Time (US & Canada),['wtf'],['virginamerica']
263,negative,Alex_Ricardo,virginamerica something wrong website safari iphone,20/02/15 17:07,Montreal,Eastern Time (US & Canada),[],['virginamerica']
264,positive,djchuang,virginamerica thanks gate checking baggage full flight dfwlax 883 giving early boarding sweet,20/02/15 16:27,"Orange County, CA",Pacific Time (US & Canada),['sweet'],['virginamerica']
265,negative,miekd,virginamerica already checked page expired x,20/02/15 16:23,San Francisco,Pacific Time (US & Canada),[],['virginamerica']
266,negative,insideout,virginamerica boo refunding seat upgrade fee want buy first place,20/02/15 16:22,,Central Time (US & Canada),[],['virginamerica']
